0, 4979, 0, 0, 0
4980, 5030, 0, 0, 0
5031, 5081, 0, 0, 0
5082, 5132, 0, 0, 0
5133, 5183, 0, 0, 0
5184, 5234, 0, 0, 0
5235, 5285, 0, 0, 0
5286, 5336, 0, 0, 0
5337, 5387, 0, 0, 0
5388, 5438, 0, 0, 0
5439, 5489, 0, 0, 0
5490, 5540, 0, 0, 0
5541, 5591, 0, 0, 0
5592, 5642, 0, 0, 0
5643, 5693, 0, 0, 0
5694, 5744, 0, 0, 0
5745, 5795, 0, 0, 0
5796, 5846, 0, 0, 0
5847, 5897, 0, 0, 0
5898, 5948, 0, 0, 0
5949, 5999, 0, 0, 0
6000, 6050, 0, 0, 0
6051, 6101, 0, 0, 0
6102, 6152, 0, 0, 0
6153, 6203, 0, 0, 0
6204, 6254, 0, 0, 0
6255, 6305, 0, 0, 0
6306, 6356, 0, 0, 0
6357, 6407, 0, 0, 0
6408, 6458, 0, 0, 0
6459, 6509, 0, 0, 0
6510, 6560, 0, 0, 0
6561, 6611, 0, 0, 0
6612, 6662, 0, 0, 0
6663, 6713, 0, 0, 0
6714, 6764, 0, 0, 0
6765, 6815, 0, 0, 0
6816, 6866, 0, 0, 0
6867, 6917, 0, 0, 0
6918, 6968, 0, 0, 0
6969, 7019, 0, 0, 0
7020, 7070, 0, 0, 0
7071, 7121, 0, 0, 0
7122, 7172, 0, 0, 0
7173, 7223, 0, 0, 0
7224, 7274, 0, 0, 0
7275, 7325, 0, 0, 0
7326, 7376, 0, 0, 0
7377, 7427, 0, 0, 0
7428, 7478, 0, 0, 0
7479, 7529, 0, 0, 0
7530, 7580, 0, 0, 0
7581, 7631, 0, 0, 0
7632, 7682, 9, 0, 0
7683, 7733, 19, 0, 0
7734, 7784, 28, 0, 0
7785, 7835, 37, 0, 0
7836, 7886, 46, 0, 0
7887, 7937, 55, 0, 0
7938, 7988, 65, 0, 0
7989, 8039, 74, 0, 0
8040, 8090, 83, 0, 0
8091, 8141, 92, 0, 0
8142, 8192, 101, 0, 0
8193, 8243, 110, 0, 0
8244, 8294, 120, 0, 0
8295, 8345, 129, 0, 0
8346, 8396, 138, 0, 0
8397, 8447, 147, 0, 0
8448, 8498, 156, 0, 0
8499, 8549, 166, 0, 0
8550, 8600, 175, 0, 0
8601, 8651, 184, 0, 0
8652, 8702, 193, 0, 0
8703, 8753, 202, 0, 0
8754, 8804, 211, 0, 0
8805, 8855, 221, 0, 0
8856, 8906, 230, 0, 0
8907, 8957, 239, 0, 0
8958, 9008, 248, 0, 0
9009, 9059, 257, 0, 0
9060, 9110, 267, 0, 0
9111, 9161, 276, 0, 0
9162, 9212, 285, 0, 0
9213, 9263, 294, 0, 0
9264, 9314, 303, 0, 0
9315, 9365, 312, 0, 0
9366, 9416, 322, 0, 0
9417, 9467, 331, 0, 0
9468, 9518, 340, 0, 0
9519, 9569, 349, 0, 0
9570, 9620, 358, 0, 0
9621, 9671, 368, 0, 0
9672, 9722, 377, 0, 0
9723, 9773, 386, 0, 0
9774, 9824, 395, 0, 0
9825, 9875, 404, 0, 0
9876, 9926, 413, 0, 0
9927, 9977, 423, 0, 0
9978, 10028, 432, 0, 0
10029, 10079, 441, 0, 0
10080, 10130, 450, 0, 0
10131, 10181, 459, 0, 0
10182, 10232, 468, 0, 0
10233, 10283, 478, 0, 0
10284, 10334, 487, 0, 0
10335, 10385, 496, 0, 0
10386, 10436, 505, 0, 0
10437, 10487, 514, 0, 0
10488, 10538, 524, 0, 0
10539, 10589, 533, 0, 0
10590, 10640, 542, 0, 0
10641, 10691, 551, 0, 0
10692, 10742, 560, 0, 0
10743, 10793, 569, 0, 0
10794, 10844, 579, 0, 0
10845, 10895, 588, 0, 0
10896, 10946, 597, 0, 0
10947, 10997, 606, 0, 0
10998, 11048, 615, 0, 0
11049, 11099, 625, 0, 0
11100, 11150, 634, 0, 0
11151, 11201, 643, 0, 0
11202, 11252, 652, 0, 0
11253, 11303, 661, 0, 0
11304, 11354, 670, 0, 0
11355, 11405, 680, 0, 0
11406, 11456, 689, 0, 0
11457, 11507, 698, 0, 0
11508, 11558, 707, 0, 0
11559, 11609, 716, 0, 0
11610, 11660, 726, 0, 0
11661, 11711, 735, 0, 0
11712, 11762, 744, 0, 0
11763, 11813, 753, 3, 0
11814, 11864, 762, 12, 0
11865, 11915, 771, 21, 0
11916, 11966, 781, 31, 0
11967, 12017, 790, 40, 0
12018, 12068, 799, 49, 0
12069, 12119, 808, 58, 0
12120, 12170, 817, 67, 0
12171, 12221, 827, 77, 0
12222, 12272, 836, 86, 0
12273, 12323, 845, 95, 0
12324, 12374, 854, 104, 0
12375, 12425, 863, 113, 0
12426, 12476, 872, 122, 0
12477, 12527, 882, 132, 0
12528, 12578, 891, 141, 0
12579, 12629, 900, 150, 0
12630, 12680, 909, 159, 0
12681, 12731, 918, 168, 0
12732, 12782, 927, 177, 0
12783, 12833, 937, 187, 0
12834, 12884, 946, 196, 0
12885, 12935, 955, 205, 0
12936, 12986, 964, 214, 0
12987, 13037, 973, 223, 0
13038, 13088, 983, 233, 0
13089, 13139, 992, 242, 0
13140, 13190, 1001, 251, 1
13191, 13241, 1010, 260, 10
13242, 13292, 1019, 269, 20
13293, 13343, 1028, 278, 29
13344, 13394, 1038, 288, 38
13395, 13445, 1047, 297, 47
13446, 13496, 1056, 306, 56
13497, 13547, 1065, 315, 65
13548, 13598, 1074, 324, 75
13599, 13649, 1084, 334, 84
13650, 13700, 1093, 343, 93
13701, 13751, 1102, 352, 102
13752, 13802, 1111, 361, 111
13803, 13853, 1120, 370, 121
13854, 13904, 1129, 379, 130
13905, 13955, 1139, 389, 139
13956, 14006, 1148, 398, 148
14007, 14057, 1157, 407, 157
14058, 14108, 1166, 416, 166
14109, 14159, 1175, 425, 176
14160, 14210, 1185, 435, 185
14211, 14261, 1194, 444, 194
14262, 14312, 1203, 453, 203
14313, 14363, 1212, 462, 212
14364, 14414, 1221, 471, 222
